Task Name,Task ID,Task Type,Date,Value
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-01-21 00:44:52,160.18902361234336
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-01-23 17:32:45,161.34864293632648
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-01-28 01:46:38,163.66788158429273
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-01-29 17:45:08,165.4073105702674
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-01-30 16:38:07,167.72654921823366
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-01-31 14:44:13,168.88616854221678
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-01 17:55:39,171.78521685217459
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-03 17:10:44,174.10445550014083
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-04 13:35:19,175.26407482412395
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-06 16:24:00,175.2552648315144
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-08 15:52:29,176.9946938174891
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-09 13:16:18,178.15431314147222
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-11 18:15:49,180.47355178943846
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-15 13:42:39,179.29631248023625
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-17 14:23:37,180.45593180421938
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-18 17:38:16,181.6155511282025
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-20 13:16:18,180.4383118190003
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-21 16:13:27,178.08383320059588
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-22 16:16:06,179.243452524579
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-23 17:09:07,180.40307184856212
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-24 17:59:54,182.13369084192726
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-25 17:06:53,183.29331016591038
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-02-27 16:08:46,181.52745120210707
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-03-02 17:47:06,182.6870705260902
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-03-03 17:35:29,185.00630917405644
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-03-04 17:57:53,187.90535748401425
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-03-06 13:34:19,189.06497680799737
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-03-08 16:06:04,191.3842154559636
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-03-09 17:48:57,191.96402511795517
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-03-09 17:48:57,191.96402511795517
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-03-10 14:54:14,192.54383477994674
Study/Procrastinate,1c3d4563-8535-4ec1-8a0e-231afbeb5936,habit,2025-03-10 17:58:55,193.1236444419383
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-07-07 17:02:34,1
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-07-10 10:42:55,1.1218019312959666
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-07-12 01:56:02,1.2732895481715534
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-07-14 07:50:27,1.310198381108193
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-07-27 07:00:31,1
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-07-28 06:56:58,1.48726896031426
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-08-04 13:02:36,1
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-08-11 18:08:34,1
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-10-11 06:56:45,1
10 minutes cleaning,365f99ea-7d5e-44cc-8f61-9ef035a1c0f0,habit,2024-11-11 04:44:58,1
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2024-06-30 13:24:33,-1
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2024-06-30 21:01:48,-1.170992784104511
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2024-08-01 02:36:10,-2.025956704627065
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2024-09-01 04:48:37,-1.850408783620303
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2024-10-02 08:13:00,-0.8701452906909477
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2024-11-01 14:34:51,0.38545429357148686
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2024-12-02 05:16:44,1.2945788347617668
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-02 12:27:47,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-07 00:44:26,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-08 13:11:07,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-09 08:44:50,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-11 03:57:35,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-12 02:10:09,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-13 02:40:49,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-14 04:21:27,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-15 01:34:01,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-15 18:43:23,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-17 17:53:29,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-18 17:59:23,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-19 13:26:47,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-21 00:44:39,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-22 03:00:34,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-23 13:21:58,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-25 02:52:08,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-28 01:46:13,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-29 03:54:49,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-30 14:18:39,2.0246448991174484
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-01-30 14:19:15,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-01 04:34:56,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-03 01:24:45,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-04 13:35:07,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-05 17:24:34,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-06 15:27:37,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-08 03:10:15,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-09 13:16:02,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-11 02:36:26,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-12 14:37:20,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-15 04:52:56,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-17 14:18:41,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-18 17:38:04,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-20 13:16:09,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-21 13:04:04,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-22 14:53:08,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-23 17:09:01,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-24 08:41:50,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-25 07:12:28,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-26 14:41:46,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-02-27 16:08:36,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-03-02 09:14:37,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-03-03 11:05:41,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-03-04 01:38:39,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-03-06 13:34:08,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-03-07 05:05:38,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-03-08 15:41:58,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-03-09 17:48:50,2.9740851911323323
Work on creative project,21cdef54-ce73-49b6-995b-349df0efa076,daily,2025-03-10 14:54:03,2.9740851911323323
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-06-30 13:29:56,-1.026657310999762
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-07-01 10:51:07,-10.855592185383784
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-08-01 18:20:51,6.097228152522299
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-09-01 04:49:29,5.249533378493887
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-10-01 13:18:39,8.895966012637547
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-11-01 14:35:15,8.922225446061853
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-11-27 15:46:47,6.509925857177768
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-11-28 18:16:22,7.356277446766528
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-02 13:14:27,8.184470796109583
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-03 16:32:52,8.995272675642488
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-04 17:16:21,9.789402131427003
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-05 17:26:21,8.995279299064222
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-06 16:42:50,9.789408620062101
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-07 17:54:13,8.99528592248147
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-08 17:34:42,9.789415108692829
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-09 09:06:04,8.995292545894236
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-11 16:11:17,10.567553452497553
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-12 14:54:42,12.07832790153003
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-13 17:15:34,13.532265631952937
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-15 11:23:31,12.812136053848763
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-17 17:34:15,14.239236650672833
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-18 17:32:43,13.532274197514925
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-19 17:01:03,14.239240740219865
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-20 17:01:16,14.239244829765163
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-21 16:33:56,14.933518924870357
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-26 17:58:54,14.239248704271748
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-27 16:19:44,14.933522730445004
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2024-12-29 16:41:12,15.615554050644684
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-01 14:25:42,14.239256253090046
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-02 12:30:24,14.93353014496114
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-03 17:14:28,15.615561335574174
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-04 18:08:41,16.28577594124434
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-05 14:48:07,16.944578150506608
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-08 17:56:51,16.28577908404251
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-15 01:42:41,15.615567899075595
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-19 18:20:03,16.28578239202015
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-23 13:22:51,16.94458449237935
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-29 17:45:12,17.592357942913516
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-01-30 14:19:35,18.229467399657587
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-01 17:55:41,19.473064907578213
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-03 01:24:57,20.08019757309595
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-04 13:35:18,20.677957503679497
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-06 16:23:49,20.080199704929683
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-08 15:52:27,20.67795960285796
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-11 18:15:52,20.677961702035965
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-17 14:23:54,21.266636966808647
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-20 13:16:21,20.677965806586116
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-21 16:13:21,20.080208136996244
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-22 16:16:13,21.266641009440487
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-23 17:09:08,21.846500581260624
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-24 17:59:51,21.837870681080155
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-25 17:06:51,22.417680343071723
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-02-27 16:08:42,20.651368520281526
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-03-02 17:47:10,21.24044301435188
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-03-03 11:05:53,21.82069199861959
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-03-08 15:43:01,22.40050166061116
Seeding/Spending ,8e227c06-6233-41dc-b311-905eefc077c8,habit,2025-03-09 17:48:58,22.980311322602727
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2024-06-30 15:26:54,1
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2024-07-02 12:56:35,4.195300579873685
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2024-08-01 02:36:10,20.62120232186509
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2024-09-01 04:48:37,30.17014447666467
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2024-10-01 16:15:45,41.567799881481875
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2024-11-02 03:55:05,56.50046217593009
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2024-12-02 05:16:44,83.95231696426163
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-01 14:23:50,87.47449946935748
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-09 08:44:50,88.77907120883852
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-11 03:57:35,88.77907120883852
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-12 02:10:09,89.35888087083009
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-13 02:40:49,89.93869053282167
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-14 04:21:27,89.93869053282167
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-15 01:34:00,90.51850019481324
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-15 18:43:23,90.51850019481324
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-17 17:53:29,90.51850019481324
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-18 17:59:23,90.51850019481324
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-19 13:26:47,90.51850019481324
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-19 18:19:54,91.09830985680482
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-22 03:00:34,91.6781195187964
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-23 13:21:58,91.6781195187964
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-23 17:32:34,92.25792918078797
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-28 01:46:13,92.25792918078797
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-29 03:54:49,92.83773884277954
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-30 14:18:39,92.83773884277954
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-01-30 16:38:01,94.96646154824938
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-02-01 04:34:56,94.96646154824938
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-02-01 17:55:24,95.54627121024096
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-02-04 13:35:07,97.14420935457086
WD,27848bc0-4b54-4f7a-8924-bdf25e0346a2,daily,2025-02-05 17:24:33,97.72401901656244
